Title,Worldwide Gross,Production Budget,Release Year,Content Rating,Running Time,Genre,Creative Type,Rotten Tomatoes Rating,IMDB Rating,Profit Ratio,Decade,Budget Tier
Minority Report,358824714,102000000,2002,PG-13,145,Action,Science Fiction,91,7.7,3.5178893529411766,2000,High
Like Mike,62432423,30000000,2002,PG,99,Comedy,Kids Fiction,56,4.4,2.0810807666666666,2000,Low
K-19: The Widowmaker,65716126,90000000,2002,PG-13,138,Action,Dramatization,61,6.5,0.7301791777777777,2000,Medium
Stuart Little 2,166000000,120000000,2002,PG,78,Comedy,Kids Fiction,83,5.6,1.3833333333333333,2000,High
Austin Powers in Goldmember,292738626,63000000,2002,PG-13,94,Comedy,Science Fiction,54,6.2,4.646644857142857,2000,Medium
Signs,408265690,70702619,2002,PG-13,106,Thriller,Science Fiction,74,6.9,5.774406885832617,2000,Medium
Blood Work,26199517,50000000,2002,R,110,Thriller,Contemporary Fiction,54,6.3,0.52399034,2000,Low
xXx,267200000,70000000,2002,PG-13,124,Action,Contemporary Fiction,48,5.5,3.817142857142857,2000,Medium
Barbershop,77081642,12000000,2002,PG-13,103,Comedy,Contemporary Fiction,82,6.2,6.423470166666666,2000,Low
Sweet Home Alabama,163379330,38000000,2002,PG-13,109,Comedy,Contemporary Fiction,37,5.8,4.299456052631579,2000,Low
Red Dragon,206455420,78000000,2002,R,125,Thriller,Contemporary Fiction,68,7.3,2.646864358974359,2000,Medium
The Transporter,43928932,21000000,2002,PG-13,92,Action,Contemporary Fiction,53,6.6,2.091853904761905,2000,Low
The Ring,249094024,48000000,2002,PG-13,115,Horror,Contemporary Fiction,71,5.5,5.189458833333333,2000,Low
I Spy,33561137,70000000,2002,PG-13,97,Action,Contemporary Fiction,15,5.3,0.4794448142857143,2000,Medium
8 Mile,242924075,41000000,2002,R,110,Drama,Contemporary Fiction,74,6.7,5.92497743902439,2000,Low
Harry Potter and the Chamber of Secrets,878987880,100000000,2002,PG,161,Adventure,Fantasy,82,7.2,8.7898788,2000,Medium
Die Another Day,431942139,142000000,2002,PG-13,133,Action,Contemporary Fiction,59,6.0,3.0418460492957746,2000,High
Analyze That,54994757,60000000,2002,R,96,Comedy,Contemporary Fiction,27,5.6,0.9165792833333334,2000,Medium
Maid in Manhattan,154832896,55000000,2002,PG-13,105,Romantic Comedy,Contemporary Fiction,39,4.6,2.8151435636363638,2000,Medium
About Schmidt,105823486,30000000,2002,R,125,Drama,Contemporary Fiction,85,7.3,3.5274495333333333,2000,Low
Gangs of New York,190400000,97000000,2002,R,168,Drama,Historical Fiction,75,7.4,1.9628865979381442,2000,Medium
Catch Me if You Can,351106800,52000000,2002,PG-13,141,Drama,Dramatization,96,5.7,6.752053846153846,2000,Medium
Chicago,307687518,30000000,2002,PG-13,113,Musical,Historical Fiction,88,7.2,10.2562506,2000,Low
The Hours,108775994,25000000,2002,PG-13,115,Drama,Historical Fiction,80,7.6,4.35103976,2000,Low
Just Married,56127162,19000000,2003,PG-13,95,Romantic Comedy,Contemporary Fiction,20,5.1,2.9540611578947367,2000,Low
Final Destination 2,89626226,26000000,2003,R,90,Horror,Fantasy,47,6.4,3.4471625384615385,2000,Low
How to Lose a Guy in 10 Days,177079973,50000000,2003,PG-13,116,Romantic Comedy,Contemporary Fiction,43,6.1,3.54159946,2000,Low
Shanghai Knights,60470220,50000000,2003,PG-13,114,Adventure,Historical Fiction,66,6.2,1.2094044,2000,Low
Daredevil,179179718,80000000,2003,PG-13,105,Action,Super Hero,44,5.5,2.239746475,2000,Medium
Old School,86325829,24000000,2003,R,91,Comedy,Contemporary Fiction,60,7.0,3.5969095416666668,2000,Low
Cradle 2 the Grave,56434942,25000000,2003,R,101,Horror,Contemporary Fiction,26,5.4,2.25739768,2000,Low
Bringing Down the House,164675402,20000000,2003,PG-13,105,Comedy,Contemporary Fiction,34,5.4,8.2337701,2000,Low
Tears of the Sun,85632458,75000000,2003,R,121,Action,Contemporary Fiction,34,6.4,1.1417661066666667,2000,Medium
The Hunted,45016494,55000000,2003,R,94,Action,Contemporary Fiction,31,5.8,0.8184817090909091,2000,Medium
Dreamcatcher,75685268,68000000,2003,R,136,Drama,Science Fiction,30,5.3,1.1130186470588235,2000,Medium
Basic,42598498,50000000,2003,R,98,Thriller,Contemporary Fiction,21,6.3,0.85196996,2000,Low
Head of State,38283765,35200000,2003,PG-13,95,Comedy,Contemporary Fiction,30,5.1,1.0876069602272727,2000,Low
The Core,74132631,85000000,2003,PG-13,133,Action,Science Fiction,42,5.3,0.8721486,2000,Medium
A Man Apart,44114828,36000000,2003,R,110,Action,Contemporary Fiction,11,5.7,1.225411888888889,2000,Low
Phone Booth,97837138,11000000,2003,R,81,Thriller,Contemporary Fiction,71,7.2,8.894285272727272,2000,Low
What a Girl Wants,35990505,25000000,2003,PG,105,Comedy,Contemporary Fiction,34,5.7,1.4396202,2000,Low
Anger Management,195660942,56000000,2003,PG-13,106,Comedy,Contemporary Fiction,43,6.1,3.493945392857143,2000,Medium
Holes,72383924,20000000,2003,PG,117,Drama,Contemporary Fiction,77,7.1,3.6191962,2000,Low
Identity,90231264,28000000,2003,R,90,Thriller,Contemporary Fiction,62,7.3,3.2225451428571428,2000,Low
Daddy Day Care,164285587,60000000,2003,PG,92,Comedy,Contemporary Fiction,28,5.5,2.7380931166666667,2000,Medium
The Matrix Reloaded,738576929,127000000,2003,R,138,Action,Science Fiction,73,7.1,5.8155663700787406,2000,High
Bruce Almighty,485004995,81000000,2003,PG-13,101,Comedy,Fantasy,48,6.6,5.987715987654321,2000,Medium
Finding Nemo,867894287,94000000,2003,G,100,Adventure,Kids Fiction,98,8.2,9.232917946808511,2000,Medium
The Italian Job,175826012,60000000,2003,PG-13,111,Adventure,Contemporary Fiction,73,6.9,2.9304335333333333,2000,Medium
2 Fast 2 Furious,236220058,76000000,2003,PG-13,107,Action,Contemporary Fiction,36,5.1,3.108158657894737,2000,Medium
Hollywood Homicide,51107785,75000000,2003,PG-13,116,Action,Contemporary Fiction,30,5.2,0.6814371333333333,2000,Medium
Hulk,245360480,137000000,2003,PG-13,138,Action,Super Hero,62,5.7,1.790952408759124,2000,High
28 Days Later...,82719885,15000000,2003,R,113,Horror,Science Fiction,89,7.6,5.514659,2000,Low
The League of Extraordinary Gentlemen,179265204,78000000,2003,PG-13,110,Adventure,Super Hero,17,5.5,2.2982718461538463,2000,Medium
Bad Boys II,272940870,130000000,2003,R,147,Action,Contemporary Fiction,24,6.2,2.099545153846154,2000,High
Seabiscuit,148336445,86000000,2003,PG-13,141,Drama,Historical Fiction,77,7.4,1.7248423837209301,2000,Medium
Freaky Friday,160822438,26000000,2003,PG,97,Comedy,Contemporary Fiction,88,6.5,6.185478384615385,2000,Low
Freddy vs. Jason,114326122,25000000,2003,R,97,Horror,Contemporary Fiction,41,5.8,4.57304488,2000,Low
Open Range,68293719,26000000,2003,R,139,Western,Historical Fiction,79,7.5,2.6266815,2000,Low
Once Upon a Time in Mexico,98156459,29000000,2003,R,102,Action,Contemporary Fiction,68,6.2,3.3847054827586205,2000,Low
Lost in Translation,106454000,4000000,2003,R,102,Drama,Contemporary Fiction,94,7.9,26.6135,2000,Low
Underworld,95708457,22000000,2003,R,121,Action,Contemporary Fiction,30,6.7,4.350384409090909,2000,Low
Out of Time,55489826,50000000,2003,PG-13,105,Thriller,Contemporary Fiction,65,4.9,1.10979652,2000,Low
Mystic River,156835191,30000000,2003,R,137,Drama,Contemporary Fiction,87,8.0,5.2278397,2000,Low
Kill Bill: Volume 1,180098138,55000000,2003,R,111,Action,Contemporary Fiction,85,8.2,3.2745116,2000,Medium
Intolerable Cruelty,121327628,60000000,2003,PG-13,100,Romantic Comedy,Contemporary Fiction,75,6.4,2.0221271333333335,2000,Medium
Scary Movie 3,155200000,45000000,2003,PG-13,84,Comedy,Contemporary Fiction,37,5.4,3.448888888888889,2000,Low
The Matrix Revolutions,424259759,110000000,2003,R,129,Action,Science Fiction,37,6.5,3.8569069,2000,High
Elf,220443451,32000000,2003,PG,95,Comedy,Kids Fiction,84,6.8,6.88885784375,2000,Low
Master and Commander: The Far Side of the World,209486484,135000000,2003,PG-13,138,Adventure,Historical Fiction,85,7.5,1.5517517333333333,2000,High
Bad Santa,60063017,18000000,2003,R,91,Comedy,Contemporary Fiction,77,7.3,3.3368342777777777,2000,Low
The Missing,38253433,65000000,2003,R,137,Western,Historical Fiction,59,7.4,0.5885143538461538,2000,Medium
Honey,62192232,18000000,2003,PG-13,94,Drama,Contemporary Fiction,20,4.6,3.455124,2000,Low
The Last Samurai,456810575,120000000,2003,R,154,Action,Historical Fiction,65,7.8,3.8067547916666666,2000,High
Big Fish,123432867,70000000,2003,PG-13,125,Drama,Fantasy,77,8.1,1.7633266714285714,2000,Medium
Something's Gotta Give,266685242,80000000,2003,PG-13,128,Romantic Comedy,Contemporary Fiction,70,6.8,3.333565525,2000,Medium
Stuck On You,63537164,55000000,2003,PG-13,118,Comedy,Contemporary Fiction,60,5.9,1.1552211636363636,2000,Medium
Mona Lisa Smile,121598309,65000000,2003,PG-13,117,Drama,Historical Fiction,35,6.1,1.8707432153846153,2000,Medium
Cheaper by the Dozen,189714544,40000000,2003,PG,98,Comedy,Contemporary Fiction,24,5.6,4.7428636,2000,Low
Cold Mountain,161632614,80000000,2003,R,152,Drama,Historical Fiction,70,7.3,2.020407675,2000,Medium
Paycheck,89350576,60000000,2003,PG-13,119,Thriller,Science Fiction,28,6.1,1.4891762666666666,2000,Medium
Peter Pan,95255485,100000000,2003,PG,113,Adventure,Fantasy,76,7.1,0.95255485,2000,Medium
50 First Dates,196376832,75000000,2004,PG-13,99,Romantic Comedy,Contemporary Fiction,44,6.8,2.61835776,2000,Medium
The Passion of the Christ,611899420,25000000,2004,R,127,Drama,Dramatization,50,7.1,24.4759768,2000,Low
Twisted,40119848,50000000,2004,R,97,Thriller,Contemporary Fiction,2,4.8,0.80239696,2000,Low
Hidalgo,107336658,78000000,2004,PG-13,136,Western,Historical Fiction,46,6.6,1.376111,2000,Medium
Starsky & Hutch,170200225,60000000,2004,PG-13,101,Comedy,Historical Fiction,64,6.2,2.8366704166666667,2000,Medium
Secret Window,92958031,40000000,2004,PG-13,96,Thriller,Fantasy,46,6.5,2.323950775,2000,Low
Dawn of the Dead,102290765,28000000,2004,R,100,Horror,Science Fiction,76,7.4,3.6532416071428573,2000,Low
Eternal Sunshine of the Spotless Mind,47066518,20000000,2004,R,108,Comedy,Fantasy,93,8.5,2.3533259,2000,Low
Jersey Girl,37066129,35000000,2004,PG-13,102,Comedy,Contemporary Fiction,40,6.2,1.0590322571428572,2000,Low
The Ladykillers,77692139,35000000,2004,R,104,Comedy,Contemporary Fiction,54,6.2,2.2197754,2000,Low
Hellboy,99823958,60000000,2004,PG-13,122,Action,Super Hero,81,6.8,1.6637326333333333,2000,Medium
Walking Tall,47313824,56000000,2004,PG-13,87,Action,Contemporary Fiction,25,6.0,0.8448897142857142,2000,Medium
Man on Fire,118706816,60000000,2004,R,146,Thriller,Contemporary Fiction,38,7.7,1.9784469333333334,2000,Medium
Mean Girls,128947227,18000000,2004,PG-13,97,Comedy,Contemporary Fiction,83,7.0,7.163734833333334,2000,Low
Van Helsing,300150546,170000000,2004,PG-13,132,Action,Historical Fiction,22,5.5,1.7655914470588234,2000,High
Troy,497398577,150000000,2004,R,163,Action,Historical Fiction,54,7.0,3.3159905133333334,2000,High
Shrek 2,919838758,70000000,2004,PG,92,Adventure,Kids Fiction,89,7.5,13.140553685714286,2000,Medium
Raising Helen,43340302,50000000,2004,PG-13,119,Comedy,Contemporary Fiction,22,5.7,0.86680604,2000,Low
The Day After Tomorrow,544272402,125000000,2004,PG-13,124,Adventure,Science Fiction,46,6.3,4.354179216,2000,High
Harry Potter and the Prisoner of Azkaban,795538952,130000000,2004,PG,141,Adventure,Fantasy,90,7.7,6.1195304,2000,High
Napoleon Dynamite,46140956,400000,2004,PG,82,Comedy,Contemporary Fiction,70,6.9,115.35239,2000,Low
The Chronicles of Riddick,107212751,120000000,2004,PG-13,119,Adventure,Science Fiction,29,6.4,0.8934395916666666,2000,High
The Stepford Wives,96221971,100000000,2004,PG-13,93,Comedy,Contemporary Fiction,26,5.1,0.96221971,2000,Medium
Around the World in 80 Days,72004159,110000000,2004,PG,120,Adventure,Historical Fiction,30,5.6,0.6545832636363637,2000,High
The Terminal,218673959,75000000,2004,PG-13,128,Drama,Dramatization,60,7.1,2.9156527866666666,2000,Medium
Fahrenheit 9/11,222414517,6000000,2004,R,122,Documentary,Factual,83,7.6,37.069086166666665,2000,Low
White Chicks,111448997,20000000,2004,PG-13,109,Comedy,Contemporary Fiction,15,5.0,5.57244985,2000,Low
The Notebook,102276787,30000000,2004,PG-13,123,Drama,Contemporary Fiction,52,8.0,3.4092262333333334,2000,Low
Spider-Man 2,783705001,200000000,2004,PG-13,127,Adventure,Super Hero,93,7.7,3.918525005,2000,High
King Arthur,203877963,90000000,2004,PG-13,126,Adventure,Historical Fiction,31,6.2,2.2653107,2000,Medium
The Bourne Supremacy,288587450,85000000,2004,PG-13,108,Action,Contemporary Fiction,81,7.6,3.3951464705882355,2000,Medium
Garden State,32381151,2500000,2004,R,109,Drama,Contemporary Fiction,86,7.9,12.9524604,2000,Low
The Manchurian Candidate,96148711,80000000,2004,R,129,Thriller,Historical Fiction,81,6.7,1.2018588875,2000,Medium
The Village,260197520,71682975,2004,PG-13,108,Thriller,Contemporary Fiction,42,6.6,3.6298370707967966,2000,Medium
Collateral,217670152,60000000,2004,R,120,Action,Contemporary Fiction,86,7.8,3.6278358666666666,2000,Medium
Cellular,45261739,45000000,2004,PG-13,94,Thriller,Contemporary Fiction,54,6.5,1.0058164222222221,2000,Low
Ladder 49,102332848,60000000,2004,PG-13,105,Action,Contemporary Fiction,40,6.5,1.7055474666666666,2000,Medium
Shark Tale,367275019,75000000,2004,PG,90,Adventure,Kids Fiction,35,5.9,4.897000253333333,2000,Medium
Friday Night Lights,61950770,30000000,2004,PG-13,117,Drama,Contemporary Fiction,81,7.2,2.0650256666666666,2000,Low
Sideways,109705641,17000000,2004,R,125,Drama,Contemporary Fiction,97,7.8,6.453273,2000,Low
The Incredibles,632882184,92000000,2004,PG,121,Adventure,Super Hero,97,8.1,6.879154173913044,2000,Medium
The Polar Express,305420597,170000000,2004,G,99,Adventure,Kids Fiction,56,6.7,1.7965917470588235,2000,High
After the Sunset,38329114,57000000,2004,PG-13,97,Action,Contemporary Fiction,18,6.2,0.6724405964912281,2000,Medium
Finding Neverland,118676606,25000000,2004,PG,106,Drama,Historical Fiction,82,7.9,4.74706424,2000,Low
National Treasure,347405002,100000000,2004,PG,131,Adventure,Contemporary Fiction,44,6.9,3.47405002,2000,Medium
Alexander,167297191,155000000,2004,R,175,Adventure,Dramatization,16,5.4,1.0793367161290321,2000,High
Closer,115987757,35000000,2004,R,104,Drama,Contemporary Fiction,68,2.9,3.313935914285714,2000,Low
The Life Aquatic with Steve Zissou,34806726,50000000,2004,R,118,Comedy,Contemporary Fiction,53,7.2,0.69613452,2000,Low
Ocean's Twelve,363531634,85000000,2004,PG-13,125,Adventure,Contemporary Fiction,55,6.0,4.276842752941176,2000,Medium
Million Dollar Baby,216763646,30000000,2004,PG-13,132,Drama,Contemporary Fiction,91,8.2,7.2254548666666665,2000,Low
The Aviator,214608827,110000000,2004,PG-13,170,Drama,Dramatization,88,7.6,1.9509893363636364,2000,High
Lemony Snicket's A Series of Unfortunate Events,201627117,100000000,2004,PG,108,Comedy,Kids Fiction,71,6.9,2.01627117,2000,Medium
Spanglish,54344321,75000000,2004,PG-13,103,Comedy,Contemporary Fiction,52,6.7,0.7245909466666667,2000,Medium
Meet the Fockers,516567575,60000000,2004,PG-13,115,Comedy,Contemporary Fiction,38,6.4,8.609459583333333,2000,Medium
The Phantom of the Opera,158225796,55000000,2004,PG-13,143,Musical,Historical Fiction,33,7.2,2.8768326545454546,2000,Medium
Fat Albert,48563556,45000000,2004,PG,93,Comedy,Contemporary Fiction,21,4.0,1.0791901333333334,2000,Low
In Good Company,63489752,26000000,2004,PG-13,109,Comedy,Contemporary Fiction,84,6.8,2.4419135384615385,2000,Low
Are We There Yet?,97918663,20000000,2005,PG,94,Romantic Comedy,Kids Fiction,12,4.2,4.89593315,2000,Low
Alone in the Dark,8178569,20000000,2005,R,96,Horror,Fantasy,1,2.3,0.40892845,2000,Low
Hitch,366784257,55000000,2005,PG-13,113,Romantic Comedy,Contemporary Fiction,69,5.7,6.668804672727273,2000,Medium
Constantine,230884728,75000000,2005,R,122,Action,Contemporary Fiction,46,6.7,3.07846304,2000,Medium
Be Cool,94849401,75000000,2005,PG-13,115,Comedy,Contemporary Fiction,30,5.6,1.26465868,2000,Medium
The Pacifier,198006880,56000000,2005,PG,97,Comedy,Contemporary Fiction,20,5.3,3.535837142857143,2000,Medium
Robots,260700012,80000000,2005,PG,89,Adventure,Kids Fiction,64,6.4,3.25875015,2000,Medium
Sin City,158753820,40000000,2005,R,126,Action,Fantasy,77,8.3,3.9688455,2000,Low
The Interpreter,163954076,90000000,2005,PG-13,118,Thriller,Contemporary Fiction,58,6.5,1.8217119555555557,2000,Medium
Crash,98387109,6500000,2005,R,107,Drama,Contemporary Fiction,75,6.1,15.136478307692308,2000,Low
Monster-in-Law,155931301,45000000,2005,PG-13,95,Comedy,Contemporary Fiction,16,5.1,3.465140022222222,2000,Low
The Longest Yard,190320568,82000000,2005,PG-13,113,Comedy,Contemporary Fiction,31,6.2,2.320982536585366,2000,Medium
Madagascar,532680671,75000000,2005,PG,83,Adventure,Kids Fiction,55,6.6,7.1024089466666664,2000,Medium
Cinderella Man,108539911,88000000,2005,PG-13,144,Drama,Dramatization,80,8.0,1.2334080795454545,2000,Medium
Batman Begins,372353017,150000000,2005,PG-13,140,Action,Super Hero,84,8.3,2.4823534466666666,2000,High
Bewitched,131413159,80000000,2005,PG-13,100,Comedy,Fantasy,24,4.8,1.6426644875,2000,Medium
Fantastic Four,330579719,87500000,2005,PG-13,123,Action,Super Hero,27,5.7,3.7780539314285715,2000,Medium
Charlie and the Chocolate Factory,474459076,150000000,2005,PG,115,Comedy,Kids Fiction,82,7.1,3.1630605066666666,2000,High
The Dukes of Hazzard,110570227,53000000,2005,PG-13,105,Comedy,Contemporary Fiction,13,4.7,2.0862306981132077,2000,Medium
Four Brothers,92494381,30000000,2005,R,109,Drama,Contemporary Fiction,52,6.8,3.083146033333333,2000,Low
The Exorcism of Emily Rose,144216468,18000000,2005,PG-13,114,Thriller,Dramatization,45,6.8,8.012026,2000,Low
Serenity,38514517,39000000,2005,PG-13,119,Action,Science Fiction,81,8.0,0.987551717948718,2000,Low
Wallace & Gromit: The Curse of the Were-Rabbit,185724838,30000000,2005,G,85,Adventure,Kids Fiction,95,7.9,6.190827933333333,2000,Low
Domino,17759202,50000000,2005,R,133,Action,Dramatization,19,5.9,0.35518404,2000,Low
Elizabethtown,50719373,54000000,2005,PG-13,133,Drama,Contemporary Fiction,28,6.4,0.9392476481481481,2000,Medium
The Fog,37048526,18000000,2005,PG-13,101,Horror,Contemporary Fiction,5,3.3,2.0582514444444446,2000,Low
Saw II,152925093,5000000,2005,R,91,Horror,Contemporary Fiction,36,6.8,30.5850186,2000,Low
The Legend of Zorro,141475336,80000000,2005,PG,129,Adventure,Historical Fiction,26,5.7,1.7684417,2000,Medium
Chicken Little,314432738,60000000,2005,G,80,Adventure,Kids Fiction,36,5.8,5.240545633333333,2000,Medium
Jarhead,96947540,72000000,2005,R,115,Drama,Dramatization,61,7.2,1.3464936111111112,2000,Medium
Harry Potter and the Goblet of Fire,896013036,150000000,2005,PG-13,157,Adventure,Fantasy,88,7.6,5.97342024,2000,High
Walk the Line,184319402,29000000,2005,PG-13,80,Drama,Dramatization,82,7.9,6.3558414482758625,2000,Low
Brokeback Mountain,180343761,13900000,2005,R,134,Drama,Historical Fiction,87,7.8,12.974371294964028,2000,Low
Memoirs of a Geisha,161510853,85000000,2005,PG-13,145,Drama,Historical Fiction,36,7.1,1.9001276823529412,2000,Medium
King Kong,550517357,207000000,2005,PG-13,187,Adventure,Fantasy,83,7.6,2.6595041400966184,2000,High
